"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","573.12859","573.12860","573.12862"
"group_312","","IS3 family transposase ISEcl1","2","2","1","1","2072","176","20","","395","395","395","","573.12860_04654","573.12862_04928"
"group_313","","hypothetical protein","2","2","1","12","30","7","18","","134","272","203","","573.12860_05007","573.12862_05135"
"group_314","","Tn3 family transposase Tn3","2","2","1","17","38","160","12","","422","533","477","","573.12860_05196","573.12862_05160"
"yhcR","","Endonuclease YhcR","2","2","1","17","33","160","23","","494","512","503","","573.12860_05207","573.12862_04662"
"group_316","","hypothetical protein","2","2","1","50","8","169","7","","374","374","374","","573.12860_05334","573.12862_05022"
"group_317","","hypothetical protein","2","2","1","50","13","169","12","","248","248","248","","573.12860_05339","573.12862_05017"
"ssb_3","","Plasmid-derived single-stranded DNA-binding protein","2","2","1","50","14","169","13","","542","542","542","","573.12860_05340","573.12862_05016"
"group_319","","hypothetical protein","2","2","1","50","7","169","15","","911","1355","1133","","573.12860_05342","573.12862_05014"
"ceaC_2","","Colicin-E3","2","2","1","53","8","179","1","","821","1685","1253","","573.12860_05357","573.12862_05118"
"group_321","","IS200/IS605 family transposase IS609","2","2","1","1","2056","205","2","","284","284","284","","573.12860_05392","573.12862_05002"
"group_322","","hypothetical protein","2","2","1","56","1","189","4","","635","635","635","","573.12860_05402","573.12862_05087"
"group_325","","hypothetical protein","2","2","1","16","34","4","28","","203","272","237","","573.12860_05423","573.12862_04329"
"group_327","","hypothetical protein","2","2","1","1","354","193","5","","209","209","209","","573.12860_05476","573.12862_05145"
"group_328","","hypothetical protein","2","2","1","60","2","224","2","Investigate","230","332","281","","573.12860_05483","573.12862_05132"
"ynfE","","Putative dimethyl sulfoxide reductase chain YnfE","2","2","1","1","170","59","2","","2219","2435","2327","573.12859_02992","573.12860_04707",""
"ynfE_1","","Putative dimethyl sulfoxide reductase chain YnfE","2","2","1","1","143","59","3","","179","2435","1307","","573.12860_04706","573.12862_04898"
"group_408","","hypothetical protein","2","2","1","1","1612","1","49","","284","284","284","573.12859_01024","573.12860_02885",""
"abgB_1","","p-aminobenzoyl-glutamate hydrolase subunit B","2","2","1","1","217","252","1","","683","683","683","","573.12860_02693","573.12862_02298"
"ureC","","Urease subunit alpha","2","2","1","2","562","155","1","","1703","1703","1703","573.12859_01398","","573.12862_00235"
"group_44","","hypothetical protein","2","2","1","1","334","275","1","","407","407","407","","573.12860_02578","573.12862_02413"
"group_458","","hypothetical protein","2","2","1","1","2513","","","","557","557","557","573.12859_01857","573.12860_05194",""
"frmR_2","","Transcriptional repressor FrmR","2","2","1","1","2414","11","7","","275","275","275","573.12859_01859","573.12860_05397",""
"dmsB_1","","Anaerobic dimethyl sulfoxide reductase chain B","2","2","1","1","1245","118","1","","617","617","617","573.12859_00507","573.12860_00234",""
"dmsB_2","","Anaerobic dimethyl sulfoxide reductase chain B","2","2","1","1","171","59","1","","617","617","617","573.12859_02993","573.12860_04708",""
"moaF","","Protein MoaF","2","2","1","5","214","2","2","","791","791","791","573.12859_02119","573.12860_04409",""
"fabG_9","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","5","213","2","3","","776","776","776","573.12859_02120","573.12860_04408",""
"atsA","","Arylsulfatase","2","2","1","5","212","2","4","","1733","1733","1733","573.12859_02121","573.12860_04407",""
"atsB","","Anaerobic sulfatase-maturating enzyme","2","2","1","5","211","2","5","","1187","1187","1187","573.12859_02122","573.12860_04406",""
"malT_2","","HTH-type transcriptional regulator MalT","2","2","1","5","210","2","6","","683","683","683","573.12859_02123","573.12860_04405",""
"group_490","","hypothetical protein","2","2","1","5","209","2","7","","1172","1172","1172","573.12859_02124","573.12860_04404",""
"group_491","","Histone deacetylase-like amidohydrolase","2","2","1","5","208","2","8","","1115","1115","1115","573.12859_02125","573.12860_04403",""
"steT","","Serine/threonine exchanger SteT","2","2","1","5","205","2","11","","1499","1499","1499","573.12859_02127","573.12860_04401",""
"group_495","","hypothetical protein","2","2","1","5","203","2","12","","365","365","365","573.12859_02129","573.12860_04400",""
"puuB_2","","Gamma-glutamylputrescine oxidoreductase","2","2","1","5","202","2","13","","1301","1301","1301","573.12859_02130","573.12860_04399",""
"group_497","feaB_2","Phenylacetaldehyde dehydrogenase","2","2","1","5","201","2","14","","1484","1484","1484","573.12859_02131","573.12860_04398",""
"yncE_2","","putative protein YncE","2","2","1","5","200","2","15","","1082","1082","1082","573.12859_02132","573.12860_04397",""
"fcuA","","Ferrichrome receptor FcuA","2","2","1","5","199","2","16","","2198","2198","2198","573.12859_02133","573.12860_04396",""
"group_5","","IS1 family transposase IS1X2","2","2","1","1","2039","267","1","","293","293","293","","573.12860_05307","573.12862_04370"
"rhmD_2","","L-rhamnonate dehydratase","2","2","1","1","1821","288","1","","203","203","203","","573.12860_00428","573.12862_01519"
"pheP","","Phenylalanine-specific permease","2","2","1","5","198","2","17","","1376","1376","1376","573.12859_02134","573.12860_04395",""
"yegT","","Putative nucleoside transporter YegT","2","2","1","5","197","2","18","","1241","1241","1241","573.12859_02135","573.12860_04394",""
"iolE_2","","Inosose dehydratase","2","2","1","5","196","2","19","","1022","1022","1022","573.12859_02136","573.12860_04393",""
"iolG_2","","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase","2","2","1","5","195","2","20","","1151","1151","1151","573.12859_02137","573.12860_04392",""
"group_504","","hypothetical protein","2","2","1","5","194","2","66","","416","416","416","573.12859_02138","573.12860_04391",""
"group_505","rbsR_1","Ribose operon repressor","2","2","1","5","148","2","65","","980","980","980","573.12859_02139","573.12860_04382",""
"group_506","ybdG_1","Miniconductance mechanosensitive channel YbdG","2","2","1","5","149","2","64","","1244","1244","1244","573.12859_02140","573.12860_04381",""
"group_507","jefA_1","Drug efflux pump JefA","2","2","1","5","150","2","63","","1427","1427","1427","573.12859_02141","573.12860_04380",""
"group_508","","hypothetical protein","2","2","1","5","151","2","62","","866","866","866","573.12859_02142","573.12860_04379",""
"nfsB","","Oxygen-insensitive NAD(P)H nitroreductase","2","2","1","5","162","2","58","","653","653","653","573.12859_02146","573.12860_04370",""
"group_512","","hypothetical protein","2","2","1","5","163","2","55","","368","368","368","573.12859_02147","573.12860_04369",""
"group_513","","putative protein","2","2","1","5","165","2","53","","1100","1100","1100","573.12859_02149","573.12860_04367",""
"group_514","soxS_3","Regulatory protein SoxS","2","2","1","5","166","2","52","","341","341","341","573.12859_02150","573.12860_04366",""
"group_515","","hypothetical protein","2","2","1","5","167","2","51","","248","248","248","573.12859_02151","573.12860_04365",""
"ctpF_2","","putative cation-transporting ATPase F","2","2","1","5","169","2","49","","2723","2723","2723","573.12859_02153","573.12860_04363",""
"mdtA_3","","Multidrug resistance protein MdtA","2","2","1","5","170","2","48","","1079","1079","1079","573.12859_02154","573.12860_04362",""
"bepG","","Efflux pump membrane transporter BepG","2","2","1","5","171","2","47","","3092","3092","3092","573.12859_02155","573.12860_04361",""
"group_519","","hypothetical protein","2","2","1","5","172","2","46","","719","719","719","573.12859_02156","573.12860_05333",""
"ybdK","","Putative glutamate--cysteine ligase 2","2","2","1","5","179","2","45","","1115","1115","1115","573.12859_02157","573.12860_05332",""
"hisC_2","","Histidinol-phosphate aminotransferase","2","2","1","5","181","2","40","","1334","1334","1334","573.12859_02166","573.12860_05330",""
"tauR","","HTH-type transcriptional regulator TauR","2","2","1","5","182","2","39","","1463","1463","1463","573.12859_02167","573.12860_05329",""
"fliY_4","","L-cystine-binding protein FliY","2","2","1","5","183","2","38","","851","851","851","573.12859_02168","573.12860_05328",""
"lamB_3","","Maltoporin","2","2","1","63","1","210","1","Investigate","1199","1199","1199","","573.12860_05479","573.12862_05148"
"group_530","yecS_2","L-cystine transport system permease protein YecS","2","2","1","5","184","2","37","","641","641","641","573.12859_02169","573.12860_05327",""
"hisQ_1","","Histidine transport system permease protein HisQ","2","2","1","5","185","2","36","","665","665","665","573.12859_02170","573.12860_05326",""
"occP","","Octopine permease ATP-binding protein P","2","2","1","5","186","2","35","","761","761","761","573.12859_02171","573.12860_05325",""
"isfD","","Sulfoacetaldehyde reductase","2","2","1","5","187","2","34","","764","764","764","573.12859_02172","573.12860_05324",""
"tpa","","Taurine--pyruvate aminotransferase","2","2","1","5","188","2","33","","1337","1337","1337","573.12859_02173","573.12860_05323",""
"phnV_1","","Putative 2-aminoethylphosphonate transport system permease protein PhnV","2","2","1","9","78","313","1","","407","407","407","","573.12860_03621","573.12862_03468"
"group_596","","hypothetical protein","2","2","1","1","149","24","1","","611","611","611","573.12859_02971","","573.12862_04877"
"bluF_2","","Blue light- and temperature-regulated antirepressor BluF","2","2","1","1","150","24","2","","1217","1217","1217","573.12859_02972","","573.12862_04878"
"group_598","pncC_1","Nicotinamide-nucleotide amidohydrolase PncC","2","2","1","1","151","24","6","","512","512","512","573.12859_02973","","573.12862_04879"
"group_599","ibpB_1","Small heat shock protein IbpB","2","2","1","1","152","24","5","","473","473","473","573.12859_02974","","573.12862_04880"
"group_600","","hypothetical protein","2","2","1","1","154","24","3","","635","635","635","573.12859_02976","","573.12862_04882"
"group_6141","","hypothetical protein","2","2","1","1","461","178","3","","320","320","320","","573.12860_00861","573.12862_04218"
"group_6142","","hypothetical protein","2","2","1","6","215","166","8","","320","320","320","","573.12860_05097","573.12862_04958"
"group_6150","","hypothetical protein","2","2","1","1","463","178","5","","194","194","194","","573.12860_00859","573.12862_04216"
"group_6151","","hypothetical protein","2","2","1","6","225","166","17","","194","194","194","","573.12860_05095","573.12862_04956"
"group_6161","","hypothetical protein","2","2","1","1","689","159","14","","194","194","194","","573.12860_00634","573.12862_01152"
"pdxI","","Pyridoxine 4-dehydrogenase","2","2","1","2","243","5","18","","878","878","878","573.12859_03597","573.12860_02064",""
"yqeG","","Inner membrane transport protein YqeG","2","2","1","2","242","5","17","","1229","1229","1229","573.12859_03598","573.12860_02065",""
"group_624","","hypothetical protein","2","2","1","2","241","5","16","","461","461","461","573.12859_03599","573.12860_02066",""
"group_625","gltC_3","HTH-type transcriptional regulator GltC","2","2","1","2","240","5","15","","869","869","869","573.12859_03600","573.12860_02067",""
"thlA_2","","Acetyl-CoA acetyltransferase","2","2","1","2","239","5","14","","1178","1178","1178","573.12859_03601","573.12860_02068",""
"kdgM","","Oligogalacturonate-specific porin KdgM","2","2","1","2","238","5","13","","695","695","695","573.12859_03602","573.12860_02069",""
"ogl","","Oligogalacturonate lyase","2","2","1","2","237","5","12","","1175","1175","1175","573.12859_03603","573.12860_02070",""
"kduD_2","","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","2","2","1","2","236","5","11","","761","761","761","573.12859_03604","573.12860_02071",""
"araE","","Arabinose-proton symporter","2","2","1","2","235","5","10","","1421","1421","1421","573.12859_03605","573.12860_02072",""
"cytR_2","","HTH-type transcriptional repressor CytR","2","2","1","2","234","5","9","","995","995","995","573.12859_03606","573.12860_02073",""
"cscB","","Sucrose permease","2","2","1","2","233","5","8","","1241","1241","1241","573.12859_03607","573.12860_02074",""
